hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
陪伴,péi bàn,to accompany,มาพร้อมกับ,2,5,อยู่เป็นเพื่อน,
隆重,lóng zhòng,grand; prosperous,"อย่างอาวุโส, สำคัญ",2,6,"ยิ่งใหญ่, เอิกเกริก",EN-GLOSS-BUG: 隆重 = grand/ceremonious/solemn ไม่ใช่ 'prosperous' (สับสนกับ 兴隆); แปลตามความหมายจริง
随心所欲,suí xīn suǒ yù,idiom to follow one's heart's desires,ตามใจชอบ,2,6,ตามใจชอบ,
集,jí,to gather; to collect,รวม,2,4,รวม,
集合,jí hé,to gather; to assemble,รวมกลุ่ม,2,4,รวมกลุ่ม,
雇,gù,to employ; to hire,ว่าจ้าง,2,5,ว่าจ้าง,
雪山,xuě shān,snow-capped mountain,ภูเขาหิมะ,2,4,ภูเขาหิมะ,
零下,líng xià,below zero,ต่ำกว่าศูนย์,2,5,ต่ำกว่าศูนย์,
零件,líng jiàn,part; component,ชิ้นส่วน,2,5,ชิ้นส่วน,
零钱,líng qián,change; small change,เหรียญสด,2,3,"เศษเงิน, เงินทอน",ต้นฉบับ 'เหรียญสด' ไม่มีความหมาย
震动,zhèn dòng,to shake; to vibrate,สั่นไหว,2,5,สั่นไหว,
霜,shuāng,"frost; powder, cream","น้ำค้างแข็ง, ครีม",2,6,"น้ำค้างแข็ง, ครีม",
露,lù,"dew; to reveal, expose",เปิดเผย,2,5,น้ำค้าง; เปิดเผย,เพิ่มความหมาย dew ที่ต้นฉบับตกไป
青,qīng,blue-green; young,"เขียว, สีน้ำเงิน",2,5,"เขียว, สีน้ำเงิน",
青少年,qīng shào nián,adolescent; youth,"วัยหนุ่มสาว, เยาวชน",2,5,"วัยหนุ่มสาว, เยาวชน",
青春,qīng chūn,youth; youthfulness,วัยหนุ่มสาว,2,5,วัยหนุ่มสาว,
青春期,qīng chūn qī,puberty; adolescence,วัยรุ่นและเยาวชน,2,6,วัยแรกรุ่น,
面貌,miàn mào,face; features,"ลักษณะ, หน้าตา",2,6,"ลักษณะ, หน้าตา",
革新,gé xīn,to innovate; innovation,ทำให้ทันสมัยและปรับปรุง,2,6,"สร้างสรรค์สิ่งใหม่, ปฏิรูป",
鞭策,biān cè,to spur on; to urge on,"กระตุ้น, ปลุกใจ",2,6,"กระตุ้น, ปลุกใจ",
顺理成章,shùn lǐ chéng zhāng,logical; only to be expected,ตามลำดับตรรกะ,2,6,"เป็นไปตามเหตุผล, สมเหตุสมผล",
顺畅,shùn chàng,smooth and unhindered; fluent,ลื่นไหล,2,5,ลื่นไหล,
顺着,shùn zhe,to follow; following,ตามลำดับ,2,5,"ไปตาม, ตามแนว",
领,lǐng,neck; collar,คอ,2,5,"คอเสื้อ, ปกเสื้อ",
领袖,lǐng xiù,leader,ผู้นำ,2,6,ผู้นำ,
频率,pín lǜ,frequency,ความถี่,2,6,ความถี่,
风力,fēng lì,wind force; wind power,"กำลังลม, แรงลม",2,6,"กำลังลม, แรงลม",
风味,fēng wèi,distinctive flavor; distinctive style,"รสชาติพิเศษ, ลักษณะพิเศษ",2,6,"รสชาติพิเศษ, ลักษณะพิเศษ",
风浪,fēng làng,wind and waves; rough waters,คลื่นลม,2,5,คลื่นลม,
飞往,fēi wǎng,to fly to,บินไปยัง,2,4,บินไปยัง,
食用,shí yòng,to eat; to consume,"สำหรับบริโภค, ใช้เป็นอาหาร",2,5,"สำหรับบริโภค, ใช้เป็นอาหาร",
饱,bǎo,to eat till full; satisfied,อิ่มอยากกว่า,2,3,"อิ่ม, อิ่มท้อง",ต้นฉบับ 'อิ่มอยากกว่า' ไม่มีความหมาย
饶恕,ráo shù,to forgive; to pardon,ให้อภัย,2,6,ให้อภัย,
驾,jià,to drive (a vehicle),ขับ,2,5,ขับ,
驾照,jià zhào,driver's license,ใบอนุญาตขับรถ,2,5,ใบขับขี่,
驾车,jià chē,to drive a vehicle,ขับรถ,2,6,ขับรถ,
骏马,jùn mǎ,fine horse; steed,ม้าแข่งดี,2,6,"ม้าฝีเท้าดี, ม้าพันธุ์ดี",
高中,gāo zhōng,senior high school,โรงเรียนมัธยมปลาย,2,4,โรงเรียนมัธยมปลาย,
高层,gāo céng,high-rise; high level,ระดับสูง,2,5,อาคารสูง; ระดับสูง,
高山,gāo shān,high mountain; alpine mountain,ภูเขาสูง,2,5,ภูเขาสูง,
高档,gāo dàng,superior quality; high grade,คุณภาพสูง,2,5,คุณภาพสูง,
高温,gāo wēn,high temperature,อุณหภูมิสูง,2,4,อุณหภูมิสูง,
鲜艳,xiān yàn,bright-colored; gaily-colored,"สีสดใส, สีสันสวยงาม",2,5,"สีสดใส, สีสันสวยงาม",
鹰,yīng,eagle; hawk,นกอินทรีย์,2,5,นกอินทรี; เหยี่ยว,ต้นฉบับสะกด 'นกอินทรีย์' ผิด (อินทรีย์=organic)
麻,má,hemp,กัญชา,2,5,"ป่าน, ปอ",ต้นฉบับ 'กัญชา' = cannabis (大麻) ผิด; 麻 = hemp/flax
黑夜,hēi yè,night,ค่ำคืน,2,6,ค่ำคืน,
鼓,gǔ,drum; to drum,กลอง,2,5,กลอง,
鼓舞,gǔ wǔ,to inspire,ให้กำลังใจ,2,5,ให้กำลังใจ,
鼻涕,bí tì,nasal mucus; snivel,ของไหลจากจมูกคน,2,6,น้ำมูก,
齐全,qí quán,complete; comprehensive,"ครบสมบูรณ์, สมบูรณ์",2,6,"ครบสมบูรณ์, สมบูรณ์",
一一,yī yī,one by one; one after another,ทีละตัว,1,6,ทีละตัว,
一举,yī jǔ,a move; an action,การกระทำ,1,6,การกระทำ,
一动不动,yī dòng bù dòng,motionless,นิ่งเฉยไม่ขยับ,1,5,นิ่งเฉยไม่ขยับ,
一同,yī tóng,together,"ร่วมกัน, พร้อมกัน",1,6,"ร่วมกัน, พร้อมกัน",
一向,yí xiàng,always; all along; consistently,"เสมอ, เป็นปกติ",1,6,"เสมอ, เป็นปกติ",
一天到晚,yī tiān dào wǎn,all day long; the whole day,ตั้งแต่เช้าจนเย็น,1,6,ตั้งแต่เช้าจนเย็น,
一如既往,yì rú jì wǎng,idiom just as in the past,เหมือนเดิม,1,6,เหมือนเดิม,
一手,yī shǒu,a skill; mastery of a trade,ฝีมือ,1,6,ฝีมือ,
一技之长,yī jì zhī cháng,a particular skill; expertise,ความชำนาญ,1,6,ความชำนาญ,
一无所有,yī wú suǒ yǒu,have nothing at all,ไม่มีอะไรเลย,1,6,ไม่มีอะไรเลย,
一早,yī zǎo,early in the morning; at dawn,เช้าเรือนแรก,1,6,เช้าตรู่,
一晃,yī huǎng,in a flash; in an instant,ในพริบตา,1,6,ในพริบตา,
一次性,yí cì xìng,one-off; one-time,ครั้งเดียว,1,4,ครั้งเดียว,
一目了然,yī mù liǎo rán,obvious at a glance,เห็นได้ชัดเจน,1,6,เห็นแวบเดียวก็เข้าใจ,
一路,yī lù,the whole journey; all the way,ตลอดทาง,1,6,ตลอดทาง,
一路上,yī lù shàng,along the way; the whole way,ตลอดทาง,1,3,ตลอดทาง,
一辈子,yī bèi zi,for a lifetime,ตลอดชีวิต,1,5,ตลอดชีวิต,
一连,yī lián,in a row; in succession,เรียงต่อเนื่อง,1,6,ติดต่อกัน,
万一,wàn yī,just in case; if by any chance,เผื่อว่า,1,5,เผื่อว่า,
三维,sān wéi,three-dimensional; 3D,สามมิติ,1,6,สามมิติ,
上下,shàng xià,"up and down; about, or so",ขึ้นลง,1,3,ขึ้นลง; ประมาณ,
上个月,shàng gè yuè,last month,เดือนที่แล้ว,1,3,เดือนที่แล้ว,
上岗,shàng gǎng,to take up one's post; to go on duty,มารายงานตัวที่งาน,1,6,เข้าประจำการ,
上市,shàng shì,to hit the market; to float,ลิสต์ในตลาด,1,5,ออกวางตลาด; เข้าตลาดหุ้น,
上当,shàng dàng,taken in; to be fooled,ตกหลุมพราง,1,5,โดนหลอก,
上方,shàng fāng,place above; upper part,ด้านบน,1,6,ด้านบน,
上楼,shàng lóu,to go upstairs,ขึ้นไปบน,1,3,ขึ้นชั้นบน,
上游,shàng yóu,upper reaches; upper level,ตอนบน,1,6,ต้นน้ำ; ระดับสูง,
上边,shàng biān,the top; above,ด้านบน,1,3,ด้านบน,
上述,shàng shù,aforementioned; above-mentioned,กล่าวข้างต้น,1,5,ที่กล่าวมาข้างต้น,
下令,xià lìng,to give an order; to issue an order,สั่งการ,1,5,สั่งการ,
下意识,xià yì shí,subconscious mind,จิตใจสำนึกใต้สำนึก,1,6,จิตใต้สำนึก,
下旬,xià xún,last third of the month,ปลายเดือน,1,5,ปลายเดือน,
下游,xià yóu,lower reaches; lower level,ตอนล่าง,1,6,ปลายน้ำ; ระดับล่าง,
下课,xià kè,to finish class; to get out of class,เลิกเรียน,1,2,เลิกเรียน,
下调,xià tiáo,to adjust downwards; to lower,ปรับลด,1,5,ปรับลด,
不一会儿,bù yī huì er,in a little while,ไม่นาน,1,5,ไม่นาน,
不予,bù yǔ,to withhold; to refuse,"ไม่ให้, ปฏิเสธ",1,6,ไม่ยอมให้; ปฏิเสธ,
不假思索,bù jiǎ sī suǒ,idiom to act without taking time to think,ไม่คิดไตร่ตรองก่อน,1,5,ไม่ต้องคิดเลย,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = without hesitation
不免,bù miǎn,inevitably,หลีกเลี่ยงไม่ได้,1,5,หลีกเลี่ยงไม่ได้,
不在乎,bù zài hū,not to care,ไม่ใส่ใจ,1,6,ไม่แคร์,
不已,bù yǐ,used after a verb endlessly; incessantly,อย่างไม่หยุด,1,5,อย่างไม่หยุดหย่อน,EN-GLOSS-BUG: gloss embeds a grammar note ('used after a verb'); sense = endlessly/incessantly
不得了,bù dé le,desperately serious; disastrous,"น่ากลัว, น่าเป็นห่วง",1,6,แย่มาก,
不怎么,bù zěn me,not very; not particularly,"ไม่มาก, ไม่เป็นพิเศษ",1,6,ไม่ค่อย,
不慎,bù shèn,incautious; inattentive,"ประมาท, เลินเล่อ",1,6,"ประมาท, เลินเล่อ",
不懈,bù xiè,untiring; unremitting,อย่างไม่ยอมแพ้,1,5,ไม่ย่อท้อ,
