hanzi,sentence,en,th
公益,他常常参加公益活动。,He often takes part in charity activities.,เขามักเข้าร่วมกิจกรรมเพื่อสาธารณประโยชน์
公约,两国签署了一项公约。,The two countries signed a convention.,สองประเทศลงนามในอนุสัญญาฉบับหนึ่ง
公认,他是公认的天才。,He is a publicly acknowledged genius.,เขาเป็นอัจฉริยะที่ทุกคนยอมรับ
公顷,这片农田有十公顷。,This farmland covers ten hectares.,ที่นาผืนนี้มีพื้นที่สิบเฮกตาร์
共,我们共花了百元。,We spent a hundred yuan in total.,เราจ่ายไปทั้งหมดร้อยหยวน
关头,危急关头他保持冷静。,At the critical moment he stayed calm.,ในช่วงวิกฤตเขายังคงสงบนิ่ง
关怀,老师给了学生很多关怀。,The teacher gave the students much care.,ครูมอบความห่วงใยให้นักเรียนมากมาย
关掉,睡觉前请关掉手机。,Please turn off your phone before sleeping.,ก่อนนอนช่วยปิดโทรศัพท์ด้วย
关机,睡觉前请关机。,Please turn off your phone before sleeping.,ก่อนนอนช่วยปิดเครื่องด้วย
关联,这两件事没有关联。,These two matters are unrelated.,สองเรื่องนี้ไม่เกี่ยวข้องกัน
关闭,商店晚上十点关闭。,The shop closes at ten at night.,ร้านปิดตอนสี่ทุ่ม
兴建,政府计划兴建一座大桥。,The government plans to build a large bridge.,รัฐบาลวางแผนสร้างสะพานใหญ่
兴致,大家兴致勃勃地出发了。,Everyone set off in high spirits.,ทุกคนออกเดินทางกันอย่างสนุกสนานเบิกบาน
兴起,这项运动近年兴起。,This sport has risen in recent years.,กีฬาชนิดนี้เพิ่งได้รับความนิยมในช่วงไม่กี่ปีมานี้
兴高采烈,孩子们兴高采烈地跑出去。,The children ran out full of excitement.,เด็กๆ วิ่งออกไปอย่างร่าเริงตื่นเต้น
兵,他年轻时当过兵。,He was a soldier when he was young.,ตอนหนุ่มเขาเคยเป็นทหาร
其余,其余的问题下次再说。,We'll discuss the rest of the questions next time.,คำถามที่เหลือไว้ค่อยว่ากันครั้งหน้า
其后,他先说了原因，其后作出决定。,"He first explained the reason, and afterward made the decision.",เขาบอกเหตุผลก่อน จากนั้นจึงตัดสินใจ
其间,旅行其间发生很多趣事。,During the trip many fun things happened.,ระหว่างการเดินทางมีเรื่องสนุกๆ เกิดขึ้นมากมาย
具体,请你说得更具体一些。,Please be more specific.,ช่วยพูดให้เจาะจงกว่านี้หน่อย
典型,这是一个典型的例子。,This is a typical example.,นี่เป็นตัวอย่างแบบฉบับ
养生,多喝水有助于养生。,Drinking more water helps with health maintenance.,ดื่มน้ำมากๆ ช่วยบำรุงสุขภาพ
兼职,他周末做兼职赚钱。,He does a part-time job on weekends.,วันหยุดเขาทำงานพาร์ตไทม์หาเงิน
兼顾,工作和家庭很难兼顾。,It's hard to balance work and family.,งานกับครอบครัวดูแลให้ลงตัวพร้อมกันได้ยาก
内向,他性格比较内向。,He has a rather introverted personality.,เขาเป็นคนค่อนข้างเก็บตัว
